region,type_etablissement,filiere,niveau_etude,moyenne_semestre_1,moyenne_semestre_2,taux_absence,modules_non_valides,participation,bourse,distance_logement_km,acces_internet,activite_professionnelle,historique_redoublement,situation_academique,decrochage
Souss-Massa,ECOLE_INGENIEUR,INGENIERIE,L2,13.56,15.87,37.7,7,ELEVEE,OUI,1.2,NON,NON,OUI,NORMALE,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PUBLIQUE,MEDECINE,M1,8.33,5.92,5.9,6,FAIBLE,NON,11.4,NON,NON,NON,DIFFICULTE,1
Rabat-Salé-Kénitra,IUT,INGENIERIE,M1,10.91,12.28,21.2,0,FAIBLE,OUI,37.0,OUI,OUI,OUI,NORMALE,1
Oriental,UNIVERSITE_PUBLIQUE,ECONOMIE,L2,7.42,6.71,19.8,3,ELEVEE,NON,5.4,OUI,NON,NON,NORMALE,1
Souss-Massa,UNIVERSITE_PRIVEE,LETTRES,L1,12.89,15.38,13.5,2,ELEVEE,NON,0.8,OUI,NON,NON,NORMALE,0
Marrakech-Safi,FACULTE,INGENIERIE,L1,11.53,12.35,23.2,0,ELEVEE,OUI,9.3,OUI,OUI,NON,NORMALE,0
Béni Mellal-Khénifra,IUT,INGENIERIE,M1,10.72,8.67,30.2,3,MOYENNE,OUI,2.3,OUI,NON,NON,DIFFICULTE,0
Souss-Massa,FACULTE,MEDECINE,L2,16.3,16.64,4.1,1,MOYENNE,OUI,24.3,NON,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PUBLIQUE,MEDECINE,M1,6.14,5.06,22.3,6,FAIBLE,NON,9.0,OUI,OUI,OUI,REDOUBLEMENT,1
Casablanca-Settat,FACULTE,INGENIERIE,L1,7.07,6.76,10.0,4,ELEVEE,NON,8.5,OUI,NON,NON,NORMALE,1
Souss-Massa,ECOLE_INGENIEUR,INGENIERIE,L3,9.73,11.04,1.3,4,MOYENNE,NON,32.9,OUI,NON,NON,NORMALE,0
Casablanca-Settat,IUT,DROIT,L3,11.34,11.42,38.5,1,MOYENNE,NON,16.4,OUI,OUI,NON,DIFFICULTE,0
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,INGENIERIE,L2,7.37,6.36,19.8,3,FAIBLE,NON,21.0,NON,NON,NON,DIFFICULTE,1
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,MEDECINE,L1,12.96,11.08,21.5,4,FAIBLE,NON,1.0,OUI,NON,NON,DIFFICULTE,1
Laâyoune-Sakia El Hamra,FACULTE,INGENIERIE,M2,17.39,16.39,8.0,1,FAIBLE,OUI,15.4,OUI,NON,OUI,DIFFICULTE,0
Dakhla-Oued Ed-Dahab,FACULTE,INGENIERIE,L2,11.44,13.51,20.0,6,FAIBLE,NON,22.1,OUI,NON,NON,NORMALE,1
Marrakech-Safi,FACULTE,SCIENCES,M2,12.07,13.11,21.4,7,MOYENNE,OUI,13.4,OUI,NON,NON,NORMALE,1
Guelmim-Oued Noun,ECOLE_INGENIEUR,SCIENCES,L2,8.16,8.62,33.6,5,FAIBLE,NON,2.7,OUI,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L3,14.23,12.49,23.9,4,MOYENNE,NON,6.2,NON,OUI,OUI,DIFFICULTE,0
Marrakech-Safi,FACULTE,MEDECINE,L2,9.03,9.23,33.3,5,ELEVEE,NON,7.2,OUI,NON,NON,REORIENTATION,1
Fès-Meknès,UNIVERSITE_PUBLIQUE,DROIT,L1,9.26,10.28,9.7,4,MOYENNE,OUI,5.4,NON,NON,NON,NORMALE,1
Oriental,IUT,ECONOMIE,L2,14.68,12.17,18.6,7,FAIBLE,OUI,1.0,OUI,NON,NON,DIFFICULTE,0
Oriental,FACULTE,INFORMATIQUE,L2,14.86,13.7,8.5,1,ELEVEE,NON,17.5,OUI,NON,NON,DIFFICULTE,0
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,ECONOMIE,M2,11.72,10.26,11.8,6,MOYENNE,NON,9.1,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,MEDECINE,L1,12.18,12.49,29.5,0,FAIBLE,NON,11.5,NON,OUI,NON,REDOUBLEMENT,0
Oriental,UNIVERSITE_PRIVEE,ECONOMIE,M2,6.41,5.38,8.6,0,ELEVEE,OUI,2.6,NON,OUI,NON,NORMALE,1
Drâa-Tafilalet,ECOLE_INGENIEUR,LETTRES,M1,10.0,8.58,25.6,1,MOYENNE,NON,1.3,NON,OUI,NON,DIFFICULTE,1
Souss-Massa,UNIVERSITE_PUBLIQUE,DROIT,M1,11.64,12.15,7.8,1,FAIBLE,OUI,0.2,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,SCIENCES,L2,9.13,7.63,17.9,4,ELEVEE,NON,3.4,OUI,NON,NON,DIFFICULTE,0
Oriental,ECOLE_INGENIEUR,INFORMATIQUE,L1,9.41,6.65,19.6,5,ELEVEE,OUI,4.4,OUI,NON,NON,DIFFICULTE,1
Fès-Meknès,ECOLE_INGENIEUR,INFORMATIQUE,L2,7.3,5.38,34.6,3,FAIBLE,OUI,7.6,NON,OUI,NON,DIFFICULTE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,SCIENCES,M1,6.88,8.38,28.4,4,ELEVEE,OUI,25.6,OUI,NON,OUI,REORIENTATION,1
Oriental,ECOLE_INGENIEUR,LETTRES,L1,14.54,14.74,24.3,0,FAIBLE,NON,36.2,OUI,OUI,OUI,DIFFICULTE,1
Marrakech-Safi,FACULTE,INFORMATIQUE,L3,16.34,15.99,11.7,0,FAIBLE,OUI,2.4,NON,NON,OUI,NORMALE,0
Marrakech-Safi,UNIVERSITE_PRIVEE,MEDECINE,L1,7.7,7.79,19.2,2,MOYENNE,NON,17.3,OUI,NON,NON,REDOUBLEMENT,0
Marrakech-Safi,UNIVERSITE_PRIVEE,SCIENCES,L3,13.87,14.57,29.5,7,ELEVEE,OUI,0.8,OUI,NON,NON,REDOUBLEMENT,0
Dakhla-Oued Ed-Dahab,IUT,DROIT,M2,13.46,10.52,25.4,5,FAIBLE,NON,3.1,OUI,NON,OUI,DIFFICULTE,0
Marrakech-Safi,FACULTE,SCIENCES,L2,11.4,12.75,26.6,6,MOYENNE,OUI,6.1,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,INGENIERIE,L2,10.12,8.68,28.0,7,ELEVEE,OUI,6.7,OUI,OUI,NON,REDOUBLEMENT,1
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,LETTRES,L2,3.8,3.32,14.7,0,MOYENNE,OUI,18.3,OUI,NON,NON,NORMALE,0
Drâa-Tafilalet,UNIVERSITE_PRIVEE,INFORMATIQUE,L3,7.67,8.24,20.4,1,FAIBLE,NON,21.1,OUI,NON,NON,REORIENTATION,0
Fès-Meknès,FACULTE,LETTRES,L1,9.69,9.88,40.5,3,MOYENNE,OUI,46.8,OUI,OUI,NON,NORMALE,1
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PRIVEE,LETTRES,L2,12.42,11.57,21.2,3,MOYENNE,NON,14.6,NON,NON,NON,NORMALE,0
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,LETTRES,M1,13.52,9.8,31.6,3,ELEVEE,OUI,0.5,NON,NON,NON,REORIENTATION,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,SCIENCES,L2,12.31,11.9,8.8,3,MOYENNE,NON,37.3,NON,NON,NON,NORMALE,0
Fès-Meknès,UNIVERSITE_PRIVEE,INGENIERIE,L1,14.59,11.5,47.2,3,MOYENNE,NON,2.4,OUI,NON,NON,DIFFICULTE,1
Béni Mellal-Khénifra,UNIVERSITE_PUBLIQUE,INGENIERIE,L2,16.27,15.09,30.0,2,ELEVEE,OUI,27.5,OUI,NON,OUI,DIFFICULTE,0
Souss-Massa,ECOLE_INGENIEUR,INFORMATIQUE,L3,13.3,15.51,49.4,4,MOYENNE,NON,24.9,OUI,OUI,NON,DIFFICULTE,1
Dakhla-Oued Ed-Dahab,UNIVERSITE_PUBLIQUE,MEDECINE,L2,13.97,12.96,31.4,3,ELEVEE,OUI,2.5,OUI,OUI,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,IUT,ECONOMIE,L1,11.72,10.53,18.8,0,ELEVEE,NON,9.0,OUI,NON,NON,DIFFICULTE,0
Casablanca-Settat,UNIVERSITE_PRIVEE,DROIT,L2,11.53,9.79,29.7,3,MOYENNE,OUI,6.3,NON,NON,NON,DIFFICULTE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,ECONOMIE,L3,16.75,18.39,16.6,0,ELEVEE,NON,4.2,OUI,NON,OUI,REDOUBLEMENT,0
Souss-Massa,UNIVERSITE_PUBLIQUE,LETTRES,M1,14.82,14.88,36.5,6,FAIBLE,NON,0.5,OUI,NON,NON,REDOUBLEMENT,0
Dakhla-Oued Ed-Dahab,FACULTE,INGENIERIE,L2,14.56,14.81,13.4,1,MOYENNE,OUI,6.3,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,INGENIERIE,L1,3.65,5.17,14.6,1,ELEVEE,OUI,1.4,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,ECONOMIE,M2,9.66,12.12,10.9,5,ELEVEE,OUI,20.6,OUI,OUI,NON,NORMALE,1
Fès-Meknès,IUT,SCIENCES,L2,9.73,9.92,18.9,5,MOYENNE,NON,1.7,OUI,NON,NON,DIFFICULTE,1
Marrakech-Safi,UNIVERSITE_PRIVEE,ECONOMIE,M1,4.6,2.96,28.3,5,ELEVEE,NON,12.4,OUI,NON,NON,REDOUBLEMENT,1
Marrakech-Safi,IUT,LETTRES,L3,15.86,14.05,41.1,2,ELEVEE,OUI,4.2,OUI,OUI,NON,NORMALE,0
Guelmim-Oued Noun,UNIVERSITE_PRIVEE,LETTRES,M2,16.83,18.06,16.1,6,ELEVEE,NON,18.4,OUI,NON,NON,DIFFICULTE,0
Oriental,UNIVERSITE_PRIVEE,INFORMATIQUE,L1,14.4,14.41,14.0,3,MOYENNE,NON,20.5,OUI,NON,NON,DIFFICULTE,1
Casablanca-Settat,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L1,8.65,8.1,35.5,7,ELEVEE,NON,1.7,OUI,NON,NON,NORMALE,1
Fès-Meknès,UNIVERSITE_PRIVEE,INFORMATIQUE,L3,10.27,8.81,31.7,7,MOYENNE,NON,0.5,OUI,NON,NON,NORMALE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,DROIT,L1,9.75,9.52,15.0,3,FAIBLE,OUI,61.2,OUI,NON,OUI,DIFFICULTE,1
Dakhla-Oued Ed-Dahab,FACULTE,ECONOMIE,L1,13.19,10.97,35.8,0,MOYENNE,OUI,1.2,NON,OUI,NON,NORMALE,0
Casablanca-Settat,IUT,INFORMATIQUE,L1,10.98,11.72,18.5,4,MOYENNE,NON,6.7,OUI,NON,NON,NORMALE,0
Marrakech-Safi,IUT,INGENIERIE,M2,14.05,12.4,33.1,6,MOYENNE,OUI,20.7,NON,NON,NON,NORMALE,0
Béni Mellal-Khénifra,IUT,DROIT,L1,11.35,13.75,32.4,7,MOYENNE,NON,25.5,OUI,NON,NON,NORMALE,1
Oriental,IUT,LETTRES,L3,19.01,18.96,21.7,1,MOYENNE,OUI,1.8,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,DROIT,M2,7.31,5.56,12.6,2,MOYENNE,OUI,9.1,OUI,NON,NON,DIFFICULTE,1
Oriental,FACULTE,INFORMATIQUE,L3,11.66,8.51,29.2,5,MOYENNE,OUI,5.8,OUI,NON,NON,DIFFICULTE,1
Béni Mellal-Khénifra,ECOLE_INGENIEUR,INFORMATIQUE,L1,15.45,16.26,27.3,1,MOYENNE,NON,4.7,OUI,OUI,NON,NORMALE,0
Béni Mellal-Khénifra,FACULTE,DROIT,M2,16.32,15.44,22.1,5,MOYENNE,NON,27.7,OUI,NON,NON,DIFFICULTE,1
Oriental,IUT,INGENIERIE,M2,10.83,13.54,23.3,1,MOYENNE,NON,1.6,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,INFORMATIQUE,L2,5.5,5.79,10.7,1,ELEVEE,NON,2.9,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,INGENIERIE,L3,14.05,14.57,28.5,2,MOYENNE,NON,6.2,NON,NON,NON,NORMALE,1
Souss-Massa,FACULTE,MEDECINE,M1,7.57,4.76,11.9,3,MOYENNE,NON,1.4,OUI,OUI,OUI,REDOUBLEMENT,1
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,DROIT,L1,16.31,19.29,37.7,7,FAIBLE,NON,7.1,NON,OUI,OUI,NORMALE,1
Casablanca-Settat,ECOLE_INGENIEUR,SCIENCES,L3,13.36,14.81,24.9,4,MOYENNE,OUI,34.3,NON,OUI,NON,NORMALE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,SCIENCES,L3,11.52,12.29,24.7,6,ELEVEE,OUI,8.6,OUI,OUI,NON,NORMALE,1
Marrakech-Safi,ECOLE_INGENIEUR,SCIENCES,M1,10.29,9.66,20.3,5,MOYENNE,NON,5.3,OUI,NON,NON,DIFFICULTE,0
Béni Mellal-Khénifra,ECOLE_INGENIEUR,ECONOMIE,M1,10.69,11.09,9.4,6,FAIBLE,OUI,18.2,NON,NON,NON,NORMALE,1
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,ECONOMIE,M2,11.11,11.65,29.3,6,FAIBLE,OUI,34.1,NON,NON,NON,NORMALE,1
Casablanca-Settat,FACULTE,MEDECINE,L1,7.03,9.8,7.8,5,MOYENNE,OUI,0.2,OUI,NON,NON,REDOUBLEMENT,1
Marrakech-Safi,FACULTE,MEDECINE,L2,6.81,6.92,11.9,4,FAIBLE,NON,3.2,NON,OUI,NON,NORMALE,1
Tanger-Tétouan-Al Hoceïma,IUT,SCIENCES,L3,9.09,11.14,6.1,4,MOYENNE,NON,12.1,OUI,OUI,NON,REORIENTATION,1
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,MEDECINE,L2,13.3,10.47,7.8,0,MOYENNE,OUI,18.5,OUI,NON,NON,NORMALE,1
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,INGENIERIE,L2,7.31,7.78,30.7,1,MOYENNE,NON,39.1,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,IUT,LETTRES,M1,14.84,14.6,23.3,3,MOYENNE,OUI,11.3,OUI,OUI,NON,NORMALE,0
Béni Mellal-Khénifra,ECOLE_INGENIEUR,LETTRES,L2,13.12,12.92,14.5,5,FAIBLE,NON,6.1,NON,NON,NON,REORIENTATION,1
Drâa-Tafilalet,ECOLE_INGENIEUR,INFORMATIQUE,L3,11.6,9.4,8.2,1,MOYENNE,NON,3.5,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,INFORMATIQUE,M1,7.06,11.23,56.4,5,FAIBLE,OUI,10.7,OUI,NON,NON,DIFFICULTE,1
Béni Mellal-Khénifra,UNIVERSITE_PRIVEE,DROIT,L3,13.66,14.19,14.4,6,FAIBLE,NON,5.5,OUI,OUI,NON,NORMALE,1
Souss-Massa,FACULTE,INFORMATIQUE,L2,11.09,8.81,14.7,3,MOYENNE,NON,2.9,NON,OUI,NON,NORMALE,0
Rabat-Salé-Kénitra,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L1,6.61,7.66,21.4,3,ELEVEE,OUI,3.7,OUI,NON,NON,NORMALE,1
Fès-Meknès,ECOLE_INGENIEUR,MEDECINE,M1,10.64,9.12,6.0,4,FAIBLE,NON,61.7,OUI,NON,NON,NORMALE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,SCIENCES,M2,11.04,10.21,23.1,3,MOYENNE,NON,0.2,NON,NON,NON,NORMALE,1
Oriental,ECOLE_INGENIEUR,DROIT,L1,10.6,10.37,11.8,7,MOYENNE,NON,6.2,NON,NON,NON,DIFFICULTE,1
Laâyoune-Sakia El Hamra,UNIVERSITE_PUBLIQUE,SCIENCES,L3,18.39,18.24,8.7,3,MOYENNE,OUI,4.7,OUI,NON,NON,REDOUBLEMENT,0
Béni Mellal-Khénifra,FACULTE,DROIT,L1,6.75,8.38,21.9,1,FAIBLE,NON,2.1,OUI,NON,OUI,NORMALE,0
Fès-Meknès,FACULTE,LETTRES,M2,12.74,13.38,22.7,1,MOYENNE,OUI,3.1,OUI,NON,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,FACULTE,INGENIERIE,M1,7.08,6.65,21.3,6,FAIBLE,OUI,7.4,NON,NON,NON,NORMALE,1
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,INFORMATIQUE,L1,6.8,4.76,21.0,0,MOYENNE,NON,1.7,OUI,OUI,OUI,NORMALE,0
Drâa-Tafilalet,FACULTE,SCIENCES,L1,10.63,10.61,8.5,3,MOYENNE,OUI,1.3,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,IUT,ECONOMIE,M1,9.83,11.84,17.6,3,MOYENNE,NON,4.0,NON,NON,OUI,NORMALE,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,MEDECINE,M2,13.93,15.55,11.3,4,ELEVEE,OUI,6.8,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PRIVEE,LETTRES,M1,7.13,7.97,10.7,7,ELEVEE,NON,10.4,NON,OUI,NON,REDOUBLEMENT,1
Souss-Massa,ECOLE_INGENIEUR,ECONOMIE,M2,13.32,12.45,20.6,6,MOYENNE,OUI,1.4,OUI,NON,OUI,NORMALE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,SCIENCES,L3,14.33,12.47,12.4,6,FAIBLE,NON,21.6,OUI,NON,NON,NORMALE,0
Drâa-Tafilalet,FACULTE,MEDECINE,M2,11.12,7.22,11.1,2,ELEVEE,NON,0.9,OUI,OUI,NON,REDOUBLEMENT,0
Souss-Massa,FACULTE,INGENIERIE,L2,9.85,11.02,16.1,4,MOYENNE,NON,17.7,OUI,NON,NON,NORMALE,1
Fès-Meknès,FACULTE,SCIENCES,L3,14.07,15.74,6.1,3,ELEVEE,NON,5.0,NON,NON,NON,REDOUBLEMENT,0
Marrakech-Safi,FACULTE,ECONOMIE,M2,10.6,9.23,18.9,4,MOYENNE,OUI,16.8,NON,OUI,NON,NORMALE,1
Marrakech-Safi,UNIVERSITE_PUBLIQUE,ECONOMIE,L2,15.39,15.72,14.3,2,MOYENNE,OUI,7.3,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,FACULTE,INFORMATIQUE,L1,11.72,9.78,28.2,7,MOYENNE,NON,2.5,OUI,NON,NON,DIFFICULTE,1
Souss-Massa,ECOLE_INGENIEUR,INFORMATIQUE,M2,13.68,16.05,16.1,4,FAIBLE,OUI,27.3,OUI,OUI,NON,NORMALE,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PRIVEE,SCIENCES,L3,14.64,13.28,12.9,4,ELEVEE,NON,17.8,NON,NON,NON,NORMALE,1
Casablanca-Settat,ECOLE_INGENIEUR,LETTRES,L1,12.46,12.59,34.8,7,ELEVEE,NON,40.8,OUI,NON,NON,DIFFICULTE,1
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,INGENIERIE,L3,17.21,14.83,22.8,3,FAIBLE,OUI,10.1,OUI,NON,NON,DIFFICULTE,0
Béni Mellal-Khénifra,UNIVERSITE_PUBLIQUE,DROIT,M1,14.94,13.59,13.5,4,MOYENNE,NON,2.8,OUI,NON,NON,DIFFICULTE,0
Tanger-Tétouan-Al Hoceïma,UNIVERSITE_PUBLIQUE,SCIENCES,L1,11.53,11.73,28.5,7,MOYENNE,OUI,10.9,NON,NON,NON,NORMALE,1
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,SCIENCES,L2,13.95,12.03,35.0,6,ELEVEE,OUI,1.0,OUI,NON,NON,NORMALE,0
Dakhla-Oued Ed-Dahab,ECOLE_INGENIEUR,ECONOMIE,L2,15.37,15.11,24.7,5,MOYENNE,OUI,7.9,OUI,NON,NON,DIFFICULTE,0
Guelmim-Oued Noun,UNIVERSITE_PUBLIQUE,LETTRES,L1,14.05,13.26,39.4,6,ELEVEE,OUI,36.3,OUI,OUI,NON,REDOUBLEMENT,0
Laâyoune-Sakia El Hamra,IUT,INFORMATIQUE,L1,10.86,12.55,21.2,2,MOYENNE,NON,43.7,OUI,NON,OUI,NORMALE,0
Dakhla-Oued Ed-Dahab,IUT,DROIT,L1,9.84,11.11,9.4,0,FAIBLE,NON,1.9,OUI,NON,NON,NORMALE,1
Oriental,IUT,ECONOMIE,M2,12.26,15.06,24.7,0,MOYENNE,OUI,9.5,OUI,NON,NON,NORMALE,0
Casablanca-Settat,ECOLE_INGENIEUR,INGENIERIE,L1,11.44,12.61,26.4,5,MOYENNE,OUI,2.4,OUI,NON,NON,REDOUBLEMENT,1
Guelmim-Oued Noun,UNIVERSITE_PUBLIQUE,ECONOMIE,L1,11.02,11.48,14.1,1,MOYENNE,OUI,7.2,OUI,NON,NON,DIFFICULTE,0
Drâa-Tafilalet,UNIVERSITE_PUBLIQUE,INGENIERIE,M1,11.94,14.31,23.8,6,MOYENNE,OUI,12.1,OUI,NON,OUI,NORMALE,0
Laâyoune-Sakia El Hamra,FACULTE,MEDECINE,L1,10.68,9.59,1.4,1,ELEVEE,NON,0.6,OUI,NON,NON,NORMALE,0
Laâyoune-Sakia El Hamra,UNIVERSITE_PRIVEE,INFORMATIQUE,M1,14.35,14.16,7.8,2,MOYENNE,OUI,9.1,OUI,NON,NON,DIFFICULTE,0
Dakhla-Oued Ed-Dahab,FACULTE,MEDECINE,M1,7.49,7.03,14.8,5,MOYENNE,NON,6.3,OUI,NON,NON,DIFFICULTE,1
Fès-Meknès,ECOLE_INGENIEUR,ECONOMIE,L1,6.01,3.76,22.1,3,ELEVEE,NON,54.5,OUI,NON,OUI,NORMALE,1
Souss-Massa,FACULTE,MEDECINE,M1,9.86,10.94,38.0,5,MOYENNE,OUI,1.3,OUI,OUI,NON,DIFFICULTE,1
Tanger-Tétouan-Al Hoceïma,ECOLE_INGENIEUR,MEDECINE,L2,17.51,17.36,7.8,1,ELEVEE,NON,6.7,OUI,NON,NON,DIFFICULTE,0
Fès-Meknès,IUT,INGENIERIE,M1,12.09,13.62,14.0,1,MOYENNE,NON,4.2,OUI,NON,NON,DIFFICULTE,0
Dakhla-Oued Ed-Dahab,UNIVERSITE_PUBLIQUE,SCIENCES,L1,11.35,11.86,2.5,7,MOYENNE,NON,21.7,OUI,NON,NON,DIFFICULTE,1
Oriental,ECOLE_INGENIEUR,INFORMATIQUE,M2,17.48,16.25,22.8,0,MOYENNE,NON,19.5,NON,OUI,NON,DIFFICULTE,0
Laâyoune-Sakia El Hamra,IUT,SCIENCES,L2,7.45,8.62,15.0,1,MOYENNE,NON,3.5,OUI,NON,NON,DIFFICULTE,1
Guelmim-Oued Noun,FACULTE,INFORMATIQUE,M1,7.89,7.95,7.8,3,FAIBLE,NON,24.7,OUI,NON,NON,NORMALE,1
Oriental,FACULTE,DROIT,L3,9.03,8.53,19.4,2,ELEVEE,OUI,29.2,OUI,NON,OUI,NORMALE,1
Fès-Meknès,IUT,INGENIERIE,L2,14.98,15.16,22.8,3,ELEVEE,NON,8.0,OUI,NON,NON,NORMALE,0
Guelmim-Oued Noun,UNIVERSITE_PUBLIQUE,ECONOMIE,L2,7.36,6.71,12.6,6,FAIBLE,OUI,10.7,OUI,NON,NON,NORMALE,1
Oriental,ECOLE_INGENIEUR,SCIENCES,M1,9.59,8.4,5.2,3,ELEVEE,NON,7.9,NON,NON,NON,REDOUBLEMENT,1
Marrakech-Safi,FACULTE,MEDECINE,L2,11.64,13.09,13.9,5,MOYENNE,OUI,33.6,OUI,OUI,OUI,DIFFICULTE,0
Laâyoune-Sakia El Hamra,ECOLE_INGENIEUR,SCIENCES,M2,12.38,13.48,8.0,0,MOYENNE,NON,35.5,OUI,NON,NON,DIFFICULTE,0
Laâyoune-Sakia El Hamra,IUT,LETTRES,L3,14.59,14.39,16.6,6,MOYENNE,NON,3.9,OUI,NON,NON,NORMALE,0
Béni Mellal-Khénifra,ECOLE_INGENIEUR,LETTRES,M2,9.58,10.62,14.0,0,FAIBLE,NON,2.9,OUI,NON,NON,NORMALE,0
Guelmim-Oued Noun,FACULTE,INFORMATIQUE,L3,14.62,12.12,13.8,5,MOYENNE,NON,34.9,NON,NON,NON,DIFFICULTE,1
Guelmim-Oued Noun,UNIVERSITE_PUBLIQUE,INFORMATIQUE,L3,9.9,10.16,5.1,6,FAIBLE,OUI,20.7,OUI,NON,NON,NORMALE,1
Oriental,IUT,INGENIERIE,L3,7.5,6.72,20.1,2,MOYENNE,NON,9.2,NON,NON,NON,NORMALE,1
Souss-Massa,UNIVERSITE_PRIVEE,INFORMATIQUE,L3,9.69,9.02,7.8,0,MOYENNE,OUI,28.7,OUI,NON,NON,REDOUBLEMENT,0
Rabat-Salé-Kénitra,ECOLE_INGENIEUR,LETTRES,L2,9.71,9.07,7.6,3,ELEVEE,OUI,2.6,OUI,NON,NON,NORMALE,1
Béni Mellal-Khénifra,FACULTE,DROIT,L2,12.76,11.25,7.2,0,FAIBLE,OUI,2.2,OUI,NON,NON,NORMALE,0
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,ECONOMIE,M1,8.89,9.17,47.0,5,ELEVEE,NON,28.7,OUI,OUI,NON,NORMALE,1
Béni Mellal-Khénifra,IUT,INGENIERIE,M1,14.32,12.92,17.5,1,FAIBLE,NON,6.1,OUI,NON,NON,REORIENTATION,0
Rabat-Salé-Kénitra,UNIVERSITE_PRIVEE,ECONOMIE,M1,7.12,7.51,12.9,4,ELEVEE,OUI,12.7,NON,NON,OUI,NORMALE,0
Tanger-Tétouan-Al Hoceïma,FACULTE,DROIT,L2,19.41,20.0,31.2,5,MOYENNE,OUI,1.0,OUI,OUI,NON,DIFFICULTE,0
Laâyoune-Sakia El Hamra,IUT,ECONOMIE,L1,11.66,10.94,45.8,5,MOYENNE,OUI,6.7,NON,NON,OUI,REDOUBLEMENT,1
Casablanca-Settat,UNIVERSITE_PRIVEE,INGENIERIE,L1,13.84,14.11,29.4,5,ELEVEE,NON,22.3,NON,NON,NON,NORMALE,1
Marrakech-Safi,UNIVERSITE_PRIVEE,INGENIERIE,L3,11.94,11.73,48.6,7,FAIBLE,NON,20.2,OUI,NON,OUI,REDOUBLEMENT,1
Tanger-Tétouan-Al Hoceïma,IUT,INGENIERIE,L1,11.58,12.82,19.0,4,ELEVEE,OUI,4.9,OUI,NON,NON,NORMALE,0
Guelmim-Oued Noun,IUT,LETTRES,L1,11.86,11.68,17.8,6,FAIBLE,OUI,8.6,OUI,NON,NON,REDOUBLEMENT,1
Dakhla-Oued Ed-Dahab,FACULTE,ECONOMIE,L1,12.82,13.95,2.8,7,MOYENNE,NON,4.8,NON,OUI,OUI,DIFFICULTE,1
Béni Mellal-Khénifra,IUT,MEDECINE,L1,11.88,13.16,6.0,4,MOYENNE,OUI,1.6,OUI,NON,NON,DIFFICULTE,1
Fès-Meknès,UNIVERSITE_PRIVEE,MEDECINE,M1,10.61,9.71,4.0,3,MOYENNE,NON,19.3,OUI,NON,NON,NORMALE,0
