secteur_activite,region,age_demandeur,statut_professionnel,revenu_mensuel_mad,charges_mensuelles_mad,montant_demande_mad,duree_credit_mois,anciennete_professionnelle_annees,credits_existants,incidents_paiement_24_mois,ratio_endettement,type_garantie,type_credit,defaut_paiement
COMMERCE,Souss-Massa,25,RETRAITE,4894,2950,9541,60,3,3,1,0.622,AUCUNE,CONSOMMATION,1
AGRICULTURE,Casablanca-Settat,23,SALARIE_CDI,7826,3321,205372,48,3,0,1,0.447,CAUTION,AUTO,1
INDUSTRIE,Guelmim-Oued Noun,71,INDEPENDANT,4579,2502,83172,12,45,4,0,0.575,AUCUNE,PROFESSIONNEL,1
COMMERCE,Fès-Meknès,64,SALARIE_CDI,7887,3007,110169,120,40,3,0,0.417,AUCUNE,PROFESSIONNEL,0
COMMERCE,Drâa-Tafilalet,30,FONCTIONNAIRE,6928,4230,12533,84,11,1,0,0.711,AUCUNE,IMMOBILIER,0
TECH,Casablanca-Settat,21,FONCTIONNAIRE,4988,2969,27174,120,0,0,0,0.563,NANTISSEMENT,CONSOMMATION,0
TECH,Casablanca-Settat,31,INDEPENDANT,10163,3791,54828,60,7,3,0,0.393,CAUTION,PROFESSIONNEL,0
TECH,Souss-Massa,54,INDEPENDANT,7212,1100,16563,120,29,1,0,0.19,AUCUNE,CONSOMMATION,0
SERVICES,Guelmim-Oued Noun,54,SALARIE_CDI,17592,7619,52548,12,31,3,1,0.452,CAUTION,IMMOBILIER,0
INDUSTRIE,Guelmim-Oued Noun,28,SALARIE_CDD,8422,2122,113923,60,8,0,0,0.247,CAUTION,PROFESSIONNEL,0
TECH,Oriental,29,SALARIE_CDI,2575,696,28761,120,4,4,0,0.231,CAUTION,CONSOMMATION,0
INDUSTRIE,Béni Mellal-Khénifra,31,SALARIE_CDI,3585,1308,119654,48,4,3,4,0.354,CAUTION,CONSOMMATION,0
AGRICULTURE,Drâa-Tafilalet,45,RETRAITE,20807,7803,59382,48,26,5,1,0.44,NANTISSEMENT,IMMOBILIER,0
INDUSTRIE,Drâa-Tafilalet,32,SALARIE_CDD,6894,4001,9886,84,11,2,0,0.69,CAUTION,PROFESSIONNEL,1
COMMERCE,Drâa-Tafilalet,46,INDEPENDANT,9027,1495,19767,36,19,2,0,0.079,AUCUNE,CONSOMMATION,0
COMMERCE,Casablanca-Settat,18,SALARIE_CDI,8139,2422,78888,12,0,2,4,0.299,HYPOTHEQUE,CONSOMMATION,1
INDUSTRIE,Souss-Massa,76,INDEPENDANT,15327,7145,17632,24,45,3,5,0.377,CAUTION,AUTO,1
TECH,Laâyoune-Sakia El Hamra,74,INDEPENDANT,3435,1584,77300,120,45,2,0,0.425,NANTISSEMENT,CONSOMMATION,1
SERVICES,Souss-Massa,39,FONCTIONNAIRE,14738,4552,55721,36,20,4,2,0.321,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Rabat-Salé-Kénitra,68,SALARIE_CDI,14288,3414,45195,24,41,0,1,0.18,NANTISSEMENT,PROFESSIONNEL,0
COMMERCE,Béni Mellal-Khénifra,51,INDEPENDANT,8126,2344,24244,48,25,0,0,0.266,AUCUNE,IMMOBILIER,0
TECH,Fès-Meknès,19,INDEPENDANT,9759,5818,44837,48,0,5,2,0.566,HYPOTHEQUE,IMMOBILIER,1
COMMERCE,Oriental,35,SALARIE_CDI,6858,1930,117916,120,14,5,0,0.291,AUCUNE,PROFESSIONNEL,1
AGRICULTURE,Oriental,21,RETRAITE,3796,1503,27639,60,0,2,1,0.375,CAUTION,CONSOMMATION,1
TECH,Drâa-Tafilalet,62,INDEPENDANT,10521,6535,55664,84,44,3,3,0.68,CAUTION,CONSOMMATION,0
INDUSTRIE,Dakhla-Oued Ed-Dahab,67,SALARIE_CDI,9054,1894,147919,12,41,4,0,0.206,AUCUNE,IMMOBILIER,0
TECH,Drâa-Tafilalet,56,SALARIE_CDD,9139,5350,43635,120,30,3,1,0.542,CAUTION,AUTO,0
AGRICULTURE,Dakhla-Oued Ed-Dahab,18,SALARIE_CDI,10067,5252,25759,36,0,5,2,0.443,CAUTION,CONSOMMATION,0
SERVICES,Casablanca-Settat,32,SALARIE_CDD,6174,2425,25564,12,13,5,2,0.35,NANTISSEMENT,AUTO,1
COMMERCE,Guelmim-Oued Noun,47,INDEPENDANT,15867,9908,8446,36,24,0,1,0.614,AUCUNE,IMMOBILIER,1
INDUSTRIE,Souss-Massa,27,INDEPENDANT,8133,1523,15553,60,5,2,0,0.212,CAUTION,CONSOMMATION,1
COMMERCE,Drâa-Tafilalet,24,SALARIE_CDI,10340,5969,46018,12,0,4,3,0.613,CAUTION,CONSOMMATION,1
SERVICES,Rabat-Salé-Kénitra,37,FONCTIONNAIRE,7169,1784,71602,84,19,5,1,0.294,HYPOTHEQUE,CONSOMMATION,0
TECH,Oriental,55,FONCTIONNAIRE,12999,4252,26950,24,32,0,0,0.355,AUCUNE,CONSOMMATION,0
INDUSTRIE,Casablanca-Settat,23,SALARIE_CDD,8491,1793,70960,84,0,2,2,0.259,AUCUNE,PROFESSIONNEL,1
COMMERCE,Béni Mellal-Khénifra,80,INDEPENDANT,7799,3101,67905,24,45,5,0,0.38,CAUTION,AUTO,1
SERVICES,Marrakech-Safi,46,FONCTIONNAIRE,13951,3272,21172,120,19,2,0,0.225,AUCUNE,PROFESSIONNEL,0
COMMERCE,Rabat-Salé-Kénitra,28,SALARIE_CDI,3732,1036,23932,84,6,2,0,0.247,AUCUNE,PROFESSIONNEL,1
COMMERCE,Casablanca-Settat,19,SALARIE_CDI,7144,1285,14153,24,1,0,3,0.139,CAUTION,CONSOMMATION,1
COMMERCE,Fès-Meknès,78,INDEPENDANT,6151,1861,61130,36,45,1,2,0.371,CAUTION,CONSOMMATION,1
INDUSTRIE,Dakhla-Oued Ed-Dahab,55,SALARIE_CDI,9588,2224,36411,12,31,3,0,0.222,AUCUNE,IMMOBILIER,1
SERVICES,Dakhla-Oued Ed-Dahab,72,SALARIE_CDD,9340,4602,67601,12,45,1,2,0.435,CAUTION,CONSOMMATION,0
INDUSTRIE,Casablanca-Settat,66,RETRAITE,8060,3781,34829,36,44,1,3,0.426,CAUTION,CONSOMMATION,0
AGRICULTURE,Dakhla-Oued Ed-Dahab,80,INDEPENDANT,5876,2837,18800,24,45,5,2,0.587,AUCUNE,CONSOMMATION,0
SERVICES,Béni Mellal-Khénifra,74,FONCTIONNAIRE,8016,3912,62682,84,45,0,5,0.5,CAUTION,CONSOMMATION,1
COMMERCE,Fès-Meknès,66,SALARIE_CDI,9372,1889,9072,84,45,1,4,0.224,CAUTION,IMMOBILIER,0
SERVICES,Dakhla-Oued Ed-Dahab,71,FONCTIONNAIRE,7478,1921,28682,36,45,3,1,0.23,CAUTION,PROFESSIONNEL,1
TECH,Marrakech-Safi,71,FONCTIONNAIRE,13338,6919,21120,24,45,5,1,0.407,NANTISSEMENT,IMMOBILIER,1
SERVICES,Marrakech-Safi,34,SALARIE_CDD,10672,4174,105649,120,7,4,5,0.327,AUCUNE,IMMOBILIER,1
INDUSTRIE,Marrakech-Safi,55,SALARIE_CDI,8173,3801,123603,48,35,5,3,0.432,CAUTION,PROFESSIONNEL,0
INDUSTRIE,Rabat-Salé-Kénitra,80,SALARIE_CDD,2819,503,48835,60,45,2,0,0.147,NANTISSEMENT,PROFESSIONNEL,0
SERVICES,Souss-Massa,72,FONCTIONNAIRE,7345,2520,24217,60,45,5,0,0.342,AUCUNE,PROFESSIONNEL,0
INDUSTRIE,Rabat-Salé-Kénitra,24,RETRAITE,10759,3970,121154,60,0,1,0,0.41,CAUTION,IMMOBILIER,0
INDUSTRIE,Marrakech-Safi,25,INDEPENDANT,7146,3546,22273,120,3,0,0,0.497,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,30,SALARIE_CDI,9288,5629,13782,60,8,5,0,0.626,CAUTION,CONSOMMATION,1
AGRICULTURE,Béni Mellal-Khénifra,64,SALARIE_CDI,7324,3203,9036,12,39,3,2,0.482,CAUTION,AUTO,0
COMMERCE,Laâyoune-Sakia El Hamra,42,FONCTIONNAIRE,8997,4773,39013,36,20,0,0,0.602,HYPOTHEQUE,IMMOBILIER,0
AGRICULTURE,Casablanca-Settat,57,SALARIE_CDD,15221,7180,10933,24,37,2,0,0.424,HYPOTHEQUE,CONSOMMATION,0
COMMERCE,Béni Mellal-Khénifra,26,SALARIE_CDI,11545,6984,98048,24,5,1,0,0.625,AUCUNE,CONSOMMATION,1
SERVICES,Rabat-Salé-Kénitra,21,RETRAITE,4523,2512,24190,24,1,2,0,0.577,NANTISSEMENT,PROFESSIONNEL,1
SERVICES,Dakhla-Oued Ed-Dahab,66,INDEPENDANT,3843,1052,14758,84,44,4,0,0.286,HYPOTHEQUE,CONSOMMATION,0
INDUSTRIE,Fès-Meknès,36,RETRAITE,9889,2583,79297,120,13,0,1,0.24,HYPOTHEQUE,CONSOMMATION,0
INDUSTRIE,Laâyoune-Sakia El Hamra,20,SALARIE_CDD,13705,8305,67044,24,0,5,5,0.556,HYPOTHEQUE,IMMOBILIER,0
TECH,Guelmim-Oued Noun,31,INDEPENDANT,3838,1722,116354,48,10,5,3,0.439,AUCUNE,PROFESSIONNEL,1
COMMERCE,Fès-Meknès,38,INDEPENDANT,7373,2763,11052,48,18,3,0,0.386,AUCUNE,IMMOBILIER,0
COMMERCE,Fès-Meknès,43,FONCTIONNAIRE,23575,11789,9537,84,16,1,1,0.552,AUCUNE,IMMOBILIER,1
COMMERCE,Fès-Meknès,74,SALARIE_CDI,7180,2088,108282,120,45,1,0,0.282,HYPOTHEQUE,PROFESSIONNEL,0
INDUSTRIE,Souss-Massa,30,SALARIE_CDI,25251,13997,5093,48,4,5,0,0.494,CAUTION,CONSOMMATION,1
COMMERCE,Souss-Massa,56,SALARIE_CDI,5594,2315,15509,36,35,2,0,0.362,AUCUNE,CONSOMMATION,0
SERVICES,Béni Mellal-Khénifra,35,INDEPENDANT,6057,3546,37750,48,14,0,0,0.524,NANTISSEMENT,PROFESSIONNEL,1
SERVICES,Souss-Massa,49,FONCTIONNAIRE,5906,2787,14320,48,25,2,0,0.466,CAUTION,CONSOMMATION,1
INDUSTRIE,Guelmim-Oued Noun,36,RETRAITE,4557,1276,42104,120,17,4,1,0.21,CAUTION,CONSOMMATION,0
SERVICES,Souss-Massa,39,FONCTIONNAIRE,3785,2395,16251,12,12,3,1,0.592,CAUTION,PROFESSIONNEL,0
COMMERCE,Fès-Meknès,55,SALARIE_CDI,7335,2576,89595,24,35,4,0,0.43,HYPOTHEQUE,IMMOBILIER,0
SERVICES,Fès-Meknès,55,SALARIE_CDD,8649,4610,60022,36,35,4,0,0.523,CAUTION,PROFESSIONNEL,1
SERVICES,Drâa-Tafilalet,26,SALARIE_CDI,5869,1630,44027,36,1,1,2,0.28,NANTISSEMENT,IMMOBILIER,1
AGRICULTURE,Rabat-Salé-Kénitra,27,INDEPENDANT,6540,2345,28325,48,7,3,1,0.292,AUCUNE,IMMOBILIER,1
AGRICULTURE,Fès-Meknès,33,SALARIE_CDI,15533,8064,17616,120,11,3,0,0.515,NANTISSEMENT,IMMOBILIER,0
COMMERCE,Fès-Meknès,74,SALARIE_CDI,12548,6251,33048,60,45,5,1,0.414,NANTISSEMENT,AUTO,0
COMMERCE,Béni Mellal-Khénifra,37,FONCTIONNAIRE,7213,4468,15332,24,18,1,3,0.625,AUCUNE,CONSOMMATION,0
TECH,Rabat-Salé-Kénitra,54,INDEPENDANT,9832,5397,138951,24,35,1,0,0.485,HYPOTHEQUE,CONSOMMATION,0
SERVICES,Souss-Massa,46,FONCTIONNAIRE,3880,1211,45410,12,22,1,0,0.377,HYPOTHEQUE,CONSOMMATION,1
INDUSTRIE,Drâa-Tafilalet,40,SALARIE_CDI,9148,5321,19750,12,22,2,0,0.677,HYPOTHEQUE,CONSOMMATION,0
SERVICES,Dakhla-Oued Ed-Dahab,20,INDEPENDANT,7879,4810,108673,36,0,3,1,0.576,AUCUNE,CONSOMMATION,1
INDUSTRIE,Souss-Massa,45,SALARIE_CDI,6847,4293,35161,60,25,2,0,0.547,CAUTION,CONSOMMATION,0
AGRICULTURE,Dakhla-Oued Ed-Dahab,80,FONCTIONNAIRE,8224,4936,96677,84,45,4,1,0.576,AUCUNE,CONSOMMATION,1
TECH,Béni Mellal-Khénifra,77,FONCTIONNAIRE,7647,3806,94650,60,45,0,0,0.413,AUCUNE,PROFESSIONNEL,1
AGRICULTURE,Guelmim-Oued Noun,36,SALARIE_CDI,4487,2458,49293,120,17,4,0,0.529,AUCUNE,CONSOMMATION,1
TECH,Marrakech-Safi,51,SALARIE_CDD,17256,8178,14934,24,24,5,0,0.428,AUCUNE,PROFESSIONNEL,0
COMMERCE,Laâyoune-Sakia El Hamra,36,SALARIE_CDI,12430,3852,24189,60,13,5,0,0.365,CAUTION,CONSOMMATION,1
TECH,Fès-Meknès,76,SALARIE_CDI,6806,3798,447921,84,45,2,0,0.453,HYPOTHEQUE,AUTO,1
COMMERCE,Rabat-Salé-Kénitra,52,FONCTIONNAIRE,3669,968,24691,120,29,4,5,0.197,AUCUNE,AUTO,1
COMMERCE,Casablanca-Settat,75,SALARIE_CDI,2683,981,30329,36,45,4,2,0.408,NANTISSEMENT,AUTO,0
INDUSTRIE,Béni Mellal-Khénifra,71,SALARIE_CDI,19973,6426,26100,24,45,2,0,0.29,AUCUNE,IMMOBILIER,0
COMMERCE,Béni Mellal-Khénifra,38,FONCTIONNAIRE,7494,1769,18812,120,19,2,0,0.311,NANTISSEMENT,CONSOMMATION,0
SERVICES,Marrakech-Safi,46,INDEPENDANT,11423,6276,59443,60,19,5,1,0.55,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Laâyoune-Sakia El Hamra,53,INDEPENDANT,5287,2041,14225,84,28,4,5,0.396,CAUTION,CONSOMMATION,1
SERVICES,Fès-Meknès,33,INDEPENDANT,7056,2918,20301,60,12,5,0,0.428,NANTISSEMENT,CONSOMMATION,1
COMMERCE,Béni Mellal-Khénifra,70,SALARIE_CDD,7220,2895,45075,12,45,5,0,0.42,NANTISSEMENT,PROFESSIONNEL,1
SERVICES,Oriental,53,SALARIE_CDD,9033,4468,30472,12,30,2,2,0.484,HYPOTHEQUE,CONSOMMATION,1
INDUSTRIE,Béni Mellal-Khénifra,31,FONCTIONNAIRE,8437,2008,40707,36,13,2,0,0.229,AUCUNE,CONSOMMATION,0
COMMERCE,Drâa-Tafilalet,48,INDEPENDANT,5351,2143,35536,60,24,5,3,0.461,NANTISSEMENT,PROFESSIONNEL,1
SERVICES,Dakhla-Oued Ed-Dahab,69,SALARIE_CDD,5326,1492,15986,120,45,2,0,0.243,HYPOTHEQUE,PROFESSIONNEL,0
AGRICULTURE,Drâa-Tafilalet,44,RETRAITE,7811,4966,101236,48,20,5,3,0.644,AUCUNE,IMMOBILIER,1
INDUSTRIE,Laâyoune-Sakia El Hamra,62,FONCTIONNAIRE,3680,663,80831,48,42,3,0,0.159,CAUTION,CONSOMMATION,0
INDUSTRIE,Laâyoune-Sakia El Hamra,79,SALARIE_CDI,5595,3436,18603,84,45,4,1,0.646,CAUTION,CONSOMMATION,0
SERVICES,Tanger-Tétouan-Al Hoceïma,39,INDEPENDANT,7560,1360,50703,60,14,4,0,0.244,HYPOTHEQUE,PROFESSIONNEL,0
TECH,Oriental,80,SALARIE_CDI,9690,1983,25760,84,45,4,2,0.178,CAUTION,CONSOMMATION,0
COMMERCE,Marrakech-Safi,44,RETRAITE,15939,9613,77525,36,21,0,0,0.554,AUCUNE,IMMOBILIER,0
INDUSTRIE,Dakhla-Oued Ed-Dahab,53,SALARIE_CDI,6539,3099,66255,24,27,0,1,0.436,CAUTION,AUTO,1
SERVICES,Dakhla-Oued Ed-Dahab,66,FONCTIONNAIRE,8236,2571,87487,60,45,1,0,0.358,HYPOTHEQUE,IMMOBILIER,0
TECH,Laâyoune-Sakia El Hamra,22,FONCTIONNAIRE,3497,1553,18712,12,3,1,0,0.456,AUCUNE,CONSOMMATION,1
AGRICULTURE,Drâa-Tafilalet,62,SALARIE_CDI,9421,2196,14068,84,36,2,0,0.229,AUCUNE,CONSOMMATION,0
INDUSTRIE,Laâyoune-Sakia El Hamra,53,INDEPENDANT,5382,982,9888,120,35,0,4,0.173,HYPOTHEQUE,PROFESSIONNEL,1
SERVICES,Guelmim-Oued Noun,59,SALARIE_CDI,7054,1232,236247,60,38,3,2,0.139,CAUTION,IMMOBILIER,0
SERVICES,Marrakech-Safi,78,SALARIE_CDD,10038,2861,68480,84,45,0,0,0.328,CAUTION,CONSOMMATION,0
SERVICES,Fès-Meknès,48,SALARIE_CDI,10229,2452,86809,48,23,4,4,0.248,HYPOTHEQUE,IMMOBILIER,1
TECH,Oriental,76,INDEPENDANT,4213,1482,13311,36,45,4,1,0.441,AUCUNE,CONSOMMATION,0
AGRICULTURE,Souss-Massa,53,INDEPENDANT,11625,6839,56661,24,30,5,0,0.587,HYPOTHEQUE,PROFESSIONNEL,0
AGRICULTURE,Drâa-Tafilalet,31,SALARIE_CDI,7963,2702,10882,48,6,1,4,0.352,HYPOTHEQUE,PROFESSIONNEL,1
TECH,Drâa-Tafilalet,59,INDEPENDANT,14332,5006,49940,120,38,0,0,0.326,AUCUNE,CONSOMMATION,0
SERVICES,Dakhla-Oued Ed-Dahab,29,INDEPENDANT,15642,3291,36840,84,4,2,0,0.178,HYPOTHEQUE,AUTO,0
AGRICULTURE,Guelmim-Oued Noun,74,SALARIE_CDI,16693,10756,29472,36,45,4,0,0.641,HYPOTHEQUE,AUTO,0
INDUSTRIE,Casablanca-Settat,27,RETRAITE,4268,950,24848,24,3,2,5,0.282,CAUTION,IMMOBILIER,1
INDUSTRIE,Tanger-Tétouan-Al Hoceïma,49,SALARIE_CDI,9711,3099,82706,120,25,1,0,0.296,AUCUNE,CONSOMMATION,0
COMMERCE,Fès-Meknès,69,INDEPENDANT,3985,2482,25183,12,45,0,1,0.598,AUCUNE,IMMOBILIER,1
SERVICES,Béni Mellal-Khénifra,18,FONCTIONNAIRE,14554,5494,93653,24,0,0,1,0.306,HYPOTHEQUE,PROFESSIONNEL,0
TECH,Tanger-Tétouan-Al Hoceïma,48,RETRAITE,15517,4951,35131,48,26,5,1,0.443,CAUTION,PROFESSIONNEL,0
AGRICULTURE,Dakhla-Oued Ed-Dahab,49,SALARIE_CDI,12583,6387,47172,84,26,4,0,0.478,AUCUNE,PROFESSIONNEL,1
TECH,Fès-Meknès,39,SALARIE_CDD,6694,1115,53380,12,13,5,0,0.095,HYPOTHEQUE,PROFESSIONNEL,1
TECH,Souss-Massa,60,INDEPENDANT,10352,3215,50100,24,39,3,0,0.319,HYPOTHEQUE,PROFESSIONNEL,0
INDUSTRIE,Guelmim-Oued Noun,38,INDEPENDANT,6320,2782,42613,120,20,0,0,0.452,HYPOTHEQUE,CONSOMMATION,0
SERVICES,Tanger-Tétouan-Al Hoceïma,41,FONCTIONNAIRE,8153,5263,163869,12,23,4,0,0.685,CAUTION,CONSOMMATION,1
TECH,Casablanca-Settat,35,FONCTIONNAIRE,7774,4927,80030,24,12,3,0,0.643,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Fès-Meknès,57,FONCTIONNAIRE,3297,1527,6065,12,34,3,0,0.375,HYPOTHEQUE,PROFESSIONNEL,1
AGRICULTURE,Tanger-Tétouan-Al Hoceïma,73,SALARIE_CDI,5629,1802,31390,84,45,3,0,0.282,AUCUNE,IMMOBILIER,1
SERVICES,Béni Mellal-Khénifra,29,SALARIE_CDI,22514,9569,102769,36,5,1,0,0.478,AUCUNE,IMMOBILIER,1
INDUSTRIE,Drâa-Tafilalet,43,SALARIE_CDI,7793,4808,20554,60,24,3,0,0.663,CAUTION,CONSOMMATION,0
INDUSTRIE,Oriental,32,SALARIE_CDI,8709,4212,36434,12,8,5,1,0.505,HYPOTHEQUE,CONSOMMATION,0
COMMERCE,Tanger-Tétouan-Al Hoceïma,33,INDEPENDANT,8072,1813,38389,24,11,1,3,0.298,AUCUNE,PROFESSIONNEL,0
TECH,Oriental,79,SALARIE_CDD,6736,4283,110686,12,45,1,0,0.624,NANTISSEMENT,CONSOMMATION,1
AGRICULTURE,Rabat-Salé-Kénitra,62,SALARIE_CDD,8236,4951,17454,12,41,1,0,0.659,HYPOTHEQUE,IMMOBILIER,0
INDUSTRIE,Marrakech-Safi,77,SALARIE_CDI,6747,1743,19297,12,45,3,0,0.236,CAUTION,AUTO,0
COMMERCE,Béni Mellal-Khénifra,58,INDEPENDANT,2901,1388,51734,24,32,0,0,0.565,AUCUNE,IMMOBILIER,1
SERVICES,Laâyoune-Sakia El Hamra,59,SALARIE_CDI,11543,6800,46226,120,32,3,0,0.563,HYPOTHEQUE,IMMOBILIER,0
SERVICES,Oriental,63,SALARIE_CDI,16744,4358,52336,48,41,4,0,0.202,AUCUNE,CONSOMMATION,0
INDUSTRIE,Casablanca-Settat,59,INDEPENDANT,4799,2936,45505,84,36,1,0,0.551,NANTISSEMENT,CONSOMMATION,1
COMMERCE,Dakhla-Oued Ed-Dahab,69,SALARIE_CDI,6729,1615,33425,12,44,2,4,0.309,CAUTION,PROFESSIONNEL,1
COMMERCE,Fès-Meknès,38,INDEPENDANT,15914,5229,53756,120,15,1,0,0.404,AUCUNE,IMMOBILIER,0
INDUSTRIE,Drâa-Tafilalet,24,SALARIE_CDD,5727,3560,41930,120,0,3,0,0.575,NANTISSEMENT,CONSOMMATION,0
COMMERCE,Laâyoune-Sakia El Hamra,48,INDEPENDANT,9648,6014,30505,60,26,1,0,0.589,NANTISSEMENT,PROFESSIONNEL,0
TECH,Dakhla-Oued Ed-Dahab,18,SALARIE_CDI,56790,9180,34739,84,0,3,4,0.042,HYPOTHEQUE,IMMOBILIER,0
SERVICES,Rabat-Salé-Kénitra,20,SALARIE_CDI,10770,6281,24891,36,0,3,2,0.521,HYPOTHEQUE,IMMOBILIER,0
INDUSTRIE,Marrakech-Safi,21,SALARIE_CDD,8358,4153,22125,24,1,3,0,0.483,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Béni Mellal-Khénifra,22,FONCTIONNAIRE,12049,7059,53654,120,3,5,0,0.571,CAUTION,CONSOMMATION,1
TECH,Guelmim-Oued Noun,62,INDEPENDANT,11493,4378,14548,12,37,4,2,0.276,AUCUNE,IMMOBILIER,0
TECH,Laâyoune-Sakia El Hamra,55,SALARIE_CDI,6015,3854,58819,36,36,1,1,0.567,AUCUNE,IMMOBILIER,1
SERVICES,Oriental,76,FONCTIONNAIRE,3709,1944,30192,12,45,1,1,0.617,NANTISSEMENT,CONSOMMATION,0
COMMERCE,Rabat-Salé-Kénitra,36,SALARIE_CDI,10586,5607,33785,36,10,2,0,0.587,HYPOTHEQUE,IMMOBILIER,1
AGRICULTURE,Drâa-Tafilalet,38,INDEPENDANT,11325,4116,32078,84,12,4,2,0.37,HYPOTHEQUE,PROFESSIONNEL,1
INDUSTRIE,Drâa-Tafilalet,48,RETRAITE,7088,2454,51651,84,30,2,1,0.354,HYPOTHEQUE,CONSOMMATION,1
INDUSTRIE,Souss-Massa,67,SALARIE_CDI,16989,4294,102346,120,41,1,1,0.253,CAUTION,CONSOMMATION,1
AGRICULTURE,Béni Mellal-Khénifra,76,SALARIE_CDI,15524,2781,128346,84,45,4,0,0.173,AUCUNE,PROFESSIONNEL,0
SERVICES,Marrakech-Safi,63,INDEPENDANT,11482,6898,75609,48,37,0,0,0.601,HYPOTHEQUE,IMMOBILIER,0
COMMERCE,Guelmim-Oued Noun,49,INDEPENDANT,7148,3183,38368,120,29,5,0,0.367,CAUTION,PROFESSIONNEL,0
TECH,Casablanca-Settat,79,FONCTIONNAIRE,3162,1357,63550,48,45,4,0,0.416,HYPOTHEQUE,PROFESSIONNEL,1
SERVICES,Laâyoune-Sakia El Hamra,29,SALARIE_CDD,7492,2390,8819,60,5,0,0,0.218,CAUTION,CONSOMMATION,0
TECH,Laâyoune-Sakia El Hamra,47,INDEPENDANT,3546,1843,55577,36,28,4,1,0.509,CAUTION,PROFESSIONNEL,0
COMMERCE,Drâa-Tafilalet,33,SALARIE_CDI,2805,991,47704,36,7,3,1,0.374,AUCUNE,CONSOMMATION,0
TECH,Guelmim-Oued Noun,28,RETRAITE,10842,6014,12317,84,2,4,0,0.526,NANTISSEMENT,PROFESSIONNEL,1
AGRICULTURE,Laâyoune-Sakia El Hamra,42,INDEPENDANT,13733,2608,24179,120,16,4,1,0.202,HYPOTHEQUE,CONSOMMATION,0
TECH,Rabat-Salé-Kénitra,66,INDEPENDANT,3369,922,44105,120,43,2,4,0.268,CAUTION,PROFESSIONNEL,1
SERVICES,Oriental,38,INDEPENDANT,7220,2106,47438,84,11,4,0,0.314,AUCUNE,CONSOMMATION,0
TECH,Béni Mellal-Khénifra,69,RETRAITE,8040,1300,70972,36,45,4,1,0.179,HYPOTHEQUE,PROFESSIONNEL,0
AGRICULTURE,Dakhla-Oued Ed-Dahab,56,SALARIE_CDI,7104,3422,116867,84,35,4,2,0.439,HYPOTHEQUE,CONSOMMATION,1
COMMERCE,Drâa-Tafilalet,62,INDEPENDANT,4358,2183,32714,120,40,1,0,0.43,AUCUNE,CONSOMMATION,1
COMMERCE,Béni Mellal-Khénifra,33,SALARIE_CDI,14750,5261,16373,48,13,1,0,0.289,AUCUNE,CONSOMMATION,1
SERVICES,Oriental,72,SALARIE_CDD,4412,2417,64560,24,45,1,0,0.502,HYPOTHEQUE,CONSOMMATION,1
TECH,Rabat-Salé-Kénitra,30,SALARIE_CDD,3371,2113,89456,60,8,1,2,0.667,CAUTION,CONSOMMATION,1
SERVICES,Fès-Meknès,41,SALARIE_CDI,4366,2263,88192,24,17,2,2,0.554,NANTISSEMENT,CONSOMMATION,0
INDUSTRIE,Souss-Massa,67,SALARIE_CDD,10063,4897,50490,120,42,4,1,0.463,CAUTION,CONSOMMATION,0
AGRICULTURE,Laâyoune-Sakia El Hamra,61,FONCTIONNAIRE,7185,2693,147250,84,38,4,1,0.36,HYPOTHEQUE,AUTO,0
AGRICULTURE,Laâyoune-Sakia El Hamra,36,SALARIE_CDI,5730,2445,29979,60,9,2,3,0.36,CAUTION,PROFESSIONNEL,0
AGRICULTURE,Béni Mellal-Khénifra,34,SALARIE_CDD,10275,3021,111250,48,7,1,0,0.23,CAUTION,CONSOMMATION,0
COMMERCE,Rabat-Salé-Kénitra,45,SALARIE_CDI,9411,2560,16120,24,26,4,0,0.293,NANTISSEMENT,CONSOMMATION,1
SERVICES,Drâa-Tafilalet,46,FONCTIONNAIRE,2869,468,7433,12,22,0,0,0.141,CAUTION,PROFESSIONNEL,0
COMMERCE,Souss-Massa,21,FONCTIONNAIRE,10228,3993,15934,12,0,3,0,0.374,AUCUNE,CONSOMMATION,1
SERVICES,Béni Mellal-Khénifra,33,INDEPENDANT,13788,3620,24290,12,6,1,0,0.296,CAUTION,PROFESSIONNEL,0
TECH,Souss-Massa,27,INDEPENDANT,7666,2941,36333,36,1,3,0,0.406,AUCUNE,IMMOBILIER,1
COMMERCE,Drâa-Tafilalet,27,FONCTIONNAIRE,7290,4055,18904,36,8,2,1,0.545,HYPOTHEQUE,PROFESSIONNEL,0
INDUSTRIE,Marrakech-Safi,40,SALARIE_CDI,19001,6338,39713,36,20,0,3,0.393,CAUTION,AUTO,0
SERVICES,Rabat-Salé-Kénitra,20,FONCTIONNAIRE,5887,1831,57112,24,0,1,1,0.284,HYPOTHEQUE,CONSOMMATION,1
INDUSTRIE,Marrakech-Safi,60,SALARIE_CDD,7521,2808,46484,84,40,3,5,0.325,HYPOTHEQUE,CONSOMMATION,0
TECH,Dakhla-Oued Ed-Dahab,60,SALARIE_CDI,9404,3740,32977,120,34,4,3,0.334,CAUTION,CONSOMMATION,1
